read_name	qwidth	chr	start	end	strand	gene_id	intron_chr	intron_start	intron_end	intron_strand	intron_fracoverlap	intron_startOverlap	intron_endOverlap
f230a958-95bc-49ba-8ab4-dbf59e058da1	2767	chr10	49158327	49161112	-	ENSG00000204161	chr10	49156260	49160347	-	0.494373776908024	FALSE	FALSE
eb87ffa4-686d-4b8a-a778-5751937706a9	3040	chr10	49158924	49188399	-	ENSG00000204161	chr10	49156260	49160347	-	0.348336594911937	FALSE	FALSE
c1eecaff-c7ef-4de0-ac13-d06d47392ba8	583	chr10	49158930	49159446	-	ENSG00000204161	chr10	49156260	49160347	-	0.12646771037182	FALSE	FALSE
d3fd755d-95e0-418a-806d-bbf335964041	1850	chr10	49158949	49160823	-	ENSG00000204161	chr10	49156260	49160347	-	0.342221135029354	FALSE	FALSE
af910d52-9353-4e5b-b331-99cd73421b8f	2882	chr10	49158958	49188375	-	ENSG00000204161	chr10	49156260	49160347	-	0.340019569471624	FALSE	FALSE
50ab3ccc-87b1-4c9c-a6a5-1515064e6ca6	1915	chr10	49158974	49160895	-	ENSG00000204161	chr10	49156260	49160347	-	0.336105675146771	FALSE	FALSE
e2ac7419-a209-42f1-ae43-b687d5bf9b14	1458	chr10	49160357	49165339	-	ENSG00000204161	chr10	49161623	49165204	-	0.00362925739810162	FALSE	FALSE
1a0406db-4e32-4f90-a724-8fa76e2266e0	1432	chr10	49160623	49188359	-	ENSG00000204161	chr10	49165362	49165765	-	0.0123762376237624	FALSE	FALSE
aec9f998-b471-4eeb-9ddf-b31a8e8981ce	1514	chr10	49160814	49165900	-	ENSG00000204161	chr10	49165362	49165765	-	1	FALSE	FALSE
aec9f998-b471-4eeb-9ddf-b31a8e8981ce	1514	chr10	49160814	49165900	-	ENSG00000204161	chr10	49165797	49166444	-	0.160493827160494	FALSE	FALSE
da4e3d0b-2325-4424-81bb-e302ee2530e0	657	chr10	49182757	49188371	-	ENSG00000204161	chr10	49178402	49188293	-	0.0244136676101901	FALSE	FALSE
49f37883-ae8d-4c5b-af78-61f6832ba0cf	638	chr10	49182769	49183364	-	ENSG00000204161	chr10	49178402	49188293	-	0.0602507076425394	FALSE	FALSE
5464147b-be7d-48da-843e-9fa058f50d10	441	chr10	49183496	49183935	-	ENSG00000204161	chr10	49178402	49188293	-	0.0444803881924788	FALSE	FALSE
b60e392a-0b60-41db-8883-cf5ada5efbea	4960	chr10	49458633	49524768	-	ENSG00000225830	chr10	49473029	49473476	-	1	FALSE	FALSE
b60e392a-0b60-41db-8883-cf5ada5efbea	4960	chr10	49458633	49524768	-	ENSG00000225830	chr10	49473588	49474026	-	1	FALSE	FALSE
5b561a26-2ad6-4c50-985c-b37dcd2ddbea	2328	chr10	49458814	49473429	-	ENSG00000225830	chr10	49473029	49473476	-	0.895089285714286	FALSE	FALSE
669ae004-c5a5-4b5a-9efb-e2e7560f259a	2112	chr10	49458819	49473184	-	ENSG00000225830	chr10	49473029	49473476	-	0.348214285714286	FALSE	FALSE
daae702d-5143-4691-9c37-757ae824b674	2696	chr10	49460017	49474534	-	ENSG00000225830	chr10	49473588	49474026	-	1	FALSE	FALSE
daae702d-5143-4691-9c37-757ae824b674	2696	chr10	49460017	49474534	-	ENSG00000225830	chr10	49459235	49460023	-	0.00887198986058302	FALSE	FALSE
daae702d-5143-4691-9c37-757ae824b674	2696	chr10	49460017	49474534	-	ENSG00000225830	chr10	49460452	49461351	-	0.0122222222222222	FALSE	FALSE
daae702d-5143-4691-9c37-757ae824b674	2696	chr10	49460017	49474534	-	ENSG00000225830	chr10	49474243	49475326	-	0.269372693726937	FALSE	FALSE
6c8ce6ff-3de9-4ee9-99de-67a39b7eb38c	2456	chr10	49499000	49501503	-	ENSG00000225830	chr10	49493253	49500537	-	0.211118737131091	FALSE	FALSE
6c8ce6ff-3de9-4ee9-99de-67a39b7eb38c	2456	chr10	49499000	49501503	-	ENSG00000225830	chr10	49500697	49502037	-	0.60178970917226	FALSE	FALSE
7bbacf4d-a5df-47d7-a06b-fa5971a0b103	291	chr10	49499003	49499226	-	ENSG00000225830	chr10	49493253	49500537	-	0.0307481125600549	FALSE	FALSE
5184472e-e1bf-4842-86e8-33a9d1a89bc4	1909	chr10	49499003	49524137	-	ENSG00000225830	chr10	49493253	49500537	-	0.210706932052162	FALSE	FALSE
8610e012-5228-4574-a9fa-986b710a68b5	1819	chr10	49505695	49539037	-	ENSG00000225830	chr10	49502158	49505883	-	0.0507246376811594	FALSE	FALSE
8a137225-a677-4f21-b1fe-400d0b3a1556	331	chr10	49506406	49506655	-	ENSG00000225830	chr10	49506013	49515200	-	0.0272094035698738	FALSE	FALSE
bcd59f35-2961-4f8f-b2e6-ed2140ce9166	3164	chr10	49513411	49516625	-	ENSG00000225830	chr10	49506013	49515200	-	0.194819329560296	FALSE	FALSE
2e75277f-0657-4242-a45e-31b14a91e928	916	chr10	49513488	49514374	-	ENSG00000225830	chr10	49506013	49515200	-	0.096538963865912	FALSE	FALSE
3d8de669-8456-455f-a536-00c420ed9ae6	912	chr10	49513522	49514535	-	ENSG00000225830	chr10	49506013	49515200	-	0.110361340879408	FALSE	FALSE
5df1ff10-6d81-4500-83b1-1c3217d276d0	993	chr10	49513538	49514511	-	ENSG00000225830	chr10	49506013	49515200	-	0.106007836308228	FALSE	FALSE
7d1c83ec-6a02-4890-b9e3-5cd929826f02	407	chr10	49513539	49513853	-	ENSG00000225830	chr10	49506013	49515200	-	0.0342838484980409	FALSE	FALSE
48a4e77c-3c61-4694-b813-7ee694c879fa	6343	chr10	49514169	49543085	-	ENSG00000225830	chr10	49506013	49515200	-	0.112320417936439	FALSE	FALSE
48a4e77c-3c61-4694-b813-7ee694c879fa	6343	chr10	49514169	49543085	-	ENSG00000225830	chr10	49539122	49539431	-	1	FALSE	FALSE
b74f8ad9-d6cd-4c1c-a8e0-34cf3fb60f0c	4081	chr10	49514321	49539037	-	ENSG00000225830	chr10	49506013	49515200	-	0.0957771005659556	FALSE	FALSE
90445c85-edee-4b0e-b2c7-ad0676eda03e	1106	chr10	49518941	49520040	-	ENSG00000225830	chr10	49517122	49524032	-	0.15916654608595	FALSE	FALSE
3ee7d318-5e87-47bb-a2fd-bdfbd184b8c3	1404	chr10	49518942	49520308	-	ENSG00000225830	chr10	49517122	49524032	-	0.197800607726812	FALSE	FALSE
461ddf7b-7126-4454-ae90-5a8480a3ca4b	1105	chr10	49524929	49539014	-	ENSG00000225830	chr10	49524778	49524935	-	0.0443037974683544	FALSE	FALSE
dba11c22-d85a-4dc0-bedd-a3eac795fc4a	10306	chr10	49538039	49551240	-	ENSG00000225830	chr10	49539122	49539431	-	1	FALSE	FALSE
dba11c22-d85a-4dc0-bedd-a3eac795fc4a	10306	chr10	49538039	49551240	-	ENSG00000225830	chr10	49532979	49538961	-	0.154270432893197	FALSE	FALSE
7e351b46-0db7-4daa-b258-d2d3537d74e7	2000	chr10	49734645	49737469	-	ENSG00000197444	chr10	49736521	49737785	-	0.750197628458498	FALSE	FALSE
4ee73504-965e-459d-bfe7-658da4291932	1292	chr10	49754316	49756926	-	ENSG00000197444	chr10	49752741	49756589	-	0.240322161600416	FALSE	FALSE
77efa20f-fffd-4fe3-a4c3-1a8227e851d0	4956	chr10	49818279	49836745	-	ENSG00000227345	chr10	49832909	49841949	-	0.424399955757107	FALSE	FALSE
411ccddb-8cc3-4512-baf1-4dac6d4a661c	4305	chr10	49818344	49941952	-	ENSG00000227345	chr10	49935143	49941508	-	0.0353440150801131	FALSE	FALSE
bd157c87-8a4a-4140-ac83-d10cdd9a8555	2519	chr10	49818351	49820860	-	ENSG00000227345	chr10	49819495	49820164	-	1	FALSE	FALSE
bd157c87-8a4a-4140-ac83-d10cdd9a8555	2519	chr10	49818351	49820860	-	ENSG00000227345	chr10	49820294	49832802	-	0.0453273642977057	FALSE	FALSE
989e2ddd-99fe-4ff1-be47-7ec3065b32cc	2206	chr10	49818367	49862292	-	ENSG00000227345	chr10	49861664	49865320	-	0.171998906207274	FALSE	FALSE
aad4b724-fdee-4fb5-b4cf-a2be948fb1aa	2625	chr10	49818388	49834220	-	ENSG00000227345	chr10	49832909	49841949	-	0.145116690631567	FALSE	FALSE
1d1f45c7-5ad7-4cbc-98eb-ad4e7a5559fb	5515	chr10	49818393	49941976	-	ENSG00000227345	chr10	49842059	49843553	-	1	FALSE	FALSE
4c9feebf-a087-4213-b465-7c9ad633cd9b	1654	chr10	49818566	49820720	-	ENSG00000227345	chr10	49820294	49832802	-	0.034135422495803	FALSE	FALSE
5c0d3152-d57c-4a91-8ea8-e5f148db2ddd	2587	chr10	49869220	49941981	-	ENSG00000227345	chr10	49867435	49869475	-	0.125428711415973	FALSE	FALSE
145401e2-2272-4e1f-a8cb-1d869750e2fc	2128	chr10	49872491	49933937	-	ENSG00000227345	chr10	49869556	49879672	-	0.0575269348621133	FALSE	FALSE
cca2b8c3-dc21-411c-986b-77bacc62c36e	1958	chr10	49930056	49941927	-	ENSG00000227345	chr10	49922670	49932099	-	0.00896076352067868	FALSE	FALSE
4fab1fc5-fc47-4022-ad3d-6b3385a9eef1	2498	chr10	49942062	49974857	+	ENSG00000178440	chr10	49974851	49976083	+	0.0056772100567721	FALSE	FALSE
6579b018-cf40-4416-8184-dfa06b2f47ac	2716	chr10	49942064	49974867	+	ENSG00000178440	chr10	49974851	49976083	+	0.0137875101378751	FALSE	FALSE
bda29721-d97e-49fd-ab3f-d4e993214c6c	3218	chr10	49942068	50010387	+	ENSG00000178440	chr10	49987235	49988120	+	0.0417607223476298	FALSE	FALSE
14c12fa1-094b-46ff-90e7-8e0c3e537e1d	3347	chr10	49942071	50010285	+	ENSG00000204149	chr10	50008077	50008710	+	0.211356466876972	FALSE	FALSE
9c417917-22ed-499b-9cc3-73e1c702c11a	5088	chr10	49942083	50010502	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
9c417917-22ed-499b-9cc3-73e1c702c11a	5088	chr10	49942083	50010502	+	ENSG00000178440	chr10	49970459	49972762	+	0.05078125	FALSE	FALSE
9c417917-22ed-499b-9cc3-73e1c702c11a	5088	chr10	49942083	50010502	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
f11776d1-6121-4f8d-b7f4-ce27222cc5b4	2498	chr10	49942085	49974908	+	ENSG00000178440	chr10	49974851	49976083	+	0.0470397404703974	FALSE	FALSE
68cfd52a-8aff-4af3-bca3-0a51a0ecdad9	5070	chr10	49942089	50010484	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
68cfd52a-8aff-4af3-bca3-0a51a0ecdad9	5070	chr10	49942089	50010484	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
68cfd52a-8aff-4af3-bca3-0a51a0ecdad9	5070	chr10	49942089	50010484	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
d3f2f21b-1f95-4e83-9df5-e14c662ffcf6	4591	chr10	49942177	50010291	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
d3f2f21b-1f95-4e83-9df5-e14c662ffcf6	4591	chr10	49942177	50010291	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
ef65a615-b015-4461-873a-a75c8cffa407	4972	chr10	49945054	50010479	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
ef65a615-b015-4461-873a-a75c8cffa407	4972	chr10	49945054	50010479	+	ENSG00000178440	chr10	49970459	49972762	+	0.05078125	FALSE	FALSE
ef65a615-b015-4461-873a-a75c8cffa407	4972	chr10	49945054	50010479	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
ef65a615-b015-4461-873a-a75c8cffa407	4972	chr10	49945054	50010479	+	ENSG00000286029	chr10	50002097	50004684	+	0.129057187017002	FALSE	FALSE
1ed339e3-d3f5-42ad-9830-1b35678abd44	776	chr10	49959334	49973259	+	ENSG00000178440	chr10	49970459	49972762	+	0.05078125	FALSE	FALSE
1ed339e3-d3f5-42ad-9830-1b35678abd44	776	chr10	49959334	49973259	+	ENSG00000178440	chr10	49958481	49970041	+	0.00190294957183635	FALSE	FALSE
3d7ff1d0-92de-4697-bf12-f38aaae87669	2741	chr10	49968057	49973454	+	ENSG00000178440	chr10	49958481	49970041	+	0.171697950004325	FALSE	FALSE
509b2475-8b95-4ce4-bb3f-96bf66c703f9	5522	chr10	49968968	50010502	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
509b2475-8b95-4ce4-bb3f-96bf66c703f9	5522	chr10	49968968	50010502	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
509b2475-8b95-4ce4-bb3f-96bf66c703f9	5522	chr10	49968968	50010502	+	ENSG00000178440	chr10	49958481	49970041	+	0.092898538188738	FALSE	FALSE
780a664d-01a5-4ac6-b2b5-fbe1049c4897	4016	chr10	49969917	50010495	+	ENSG00000178440	chr10	49970459	49972762	+	0.05078125	FALSE	FALSE
780a664d-01a5-4ac6-b2b5-fbe1049c4897	4016	chr10	49969917	50010495	+	ENSG00000178440	chr10	49958481	49970041	+	0.0108122134763429	FALSE	FALSE
4377a5c0-a09a-4591-9562-616f8bda40bf	3367	chr10	49971274	49974689	+	ENSG00000178440	chr10	49970459	49972762	+	0.646267361111111	FALSE	FALSE
d15f291f-65c6-4a3e-8af3-1063cabf4630	1813	chr10	49971615	49973387	+	ENSG00000178440	chr10	49970459	49972762	+	0.498263888888889	FALSE	FALSE
a042f763-8d49-4e3d-b0e0-dc061232d5f6	1329	chr10	49973520	49974865	+	ENSG00000178440	chr10	49974851	49976083	+	0.0121654501216545	FALSE	FALSE
089804b0-1aae-49e1-a1f1-5d2b345dbe02	729	chr10	49974042	49979631	+	ENSG00000178440	chr10	49976186	49981188	+	0.00479712172696382	FALSE	FALSE
88d30f1d-6bbb-4963-ad1a-565435858e70	665	chr10	49974271	49974864	+	ENSG00000178440	chr10	49974851	49976083	+	0.0113544201135442	FALSE	FALSE
7ce40b33-a582-41e5-893e-24bc3cf09194	238	chr10	49974677	49974857	+	ENSG00000178440	chr10	49974851	49976083	+	0.0056772100567721	FALSE	FALSE
f46a81c0-b409-40aa-86ce-ad420dfb7fc1	1266	chr10	49981324	49982536	+	ENSG00000178440	chr10	49981371	49981904	+	1	FALSE	FALSE
f46a81c0-b409-40aa-86ce-ad420dfb7fc1	1266	chr10	49981324	49982536	+	ENSG00000178440	chr10	49982054	49982189	+	1	FALSE	FALSE
f46a81c0-b409-40aa-86ce-ad420dfb7fc1	1266	chr10	49981324	49982536	+	ENSG00000178440	chr10	49982413	49987164	+	0.0260942760942761	FALSE	FALSE
ee2e3b79-267e-4143-a990-cdfdd5fb4633	4637	chr10	49986447	50010324	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
ee2e3b79-267e-4143-a990-cdfdd5fb4633	4637	chr10	49986447	50010324	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
ee2e3b79-267e-4143-a990-cdfdd5fb4633	4637	chr10	49986447	50010324	+	ENSG00000178440	chr10	49982413	49987164	+	0.151094276094276	FALSE	FALSE
ee2e3b79-267e-4143-a990-cdfdd5fb4633	4637	chr10	49986447	50010324	+	ENSG00000286029	chr10	50004721	50008024	+	0.00696125907990315	FALSE	FALSE
58e5e993-1894-4165-a408-e80ad0a036a6	4973	chr10	49986503	50010502	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
58e5e993-1894-4165-a408-e80ad0a036a6	4973	chr10	49986503	50010502	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
58e5e993-1894-4165-a408-e80ad0a036a6	4973	chr10	49986503	50010502	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
58e5e993-1894-4165-a408-e80ad0a036a6	4973	chr10	49986503	50010502	+	ENSG00000178440	chr10	49982413	49987164	+	0.139309764309764	FALSE	FALSE
550863eb-34d0-4566-9bc7-fc871972996b	4478	chr10	49986644	50010484	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
550863eb-34d0-4566-9bc7-fc871972996b	4478	chr10	49986644	50010484	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
550863eb-34d0-4566-9bc7-fc871972996b	4478	chr10	49986644	50010484	+	ENSG00000178440	chr10	49982413	49987164	+	0.109638047138047	FALSE	FALSE
550863eb-34d0-4566-9bc7-fc871972996b	4478	chr10	49986644	50010484	+	ENSG00000286029	chr10	50004721	50008024	+	0.00968523002421307	FALSE	FALSE
2f2e223d-a432-49d3-b3c0-91e1c373e4da	4824	chr10	49986715	50010485	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
2f2e223d-a432-49d3-b3c0-91e1c373e4da	4824	chr10	49986715	50010485	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
2f2e223d-a432-49d3-b3c0-91e1c373e4da	4824	chr10	49986715	50010485	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
2f2e223d-a432-49d3-b3c0-91e1c373e4da	4824	chr10	49986715	50010485	+	ENSG00000178440	chr10	49982413	49987164	+	0.0946969696969697	FALSE	FALSE
4af2493a-9bc0-41ee-ad9d-3db4a0bc088f	4283	chr10	49986933	50010490	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
4af2493a-9bc0-41ee-ad9d-3db4a0bc088f	4283	chr10	49986933	50010490	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
4af2493a-9bc0-41ee-ad9d-3db4a0bc088f	4283	chr10	49986933	50010490	+	ENSG00000178440	chr10	49982413	49987164	+	0.0488215488215488	FALSE	FALSE
78fec3a6-1af2-4590-8dd7-634b2f09c0f8	4601	chr10	49987058	50010495	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
78fec3a6-1af2-4590-8dd7-634b2f09c0f8	4601	chr10	49987058	50010495	+	ENSG00000204149	chr10	50008077	50008710	+	0.190851735015773	FALSE	FALSE
78fec3a6-1af2-4590-8dd7-634b2f09c0f8	4601	chr10	49987058	50010495	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
78fec3a6-1af2-4590-8dd7-634b2f09c0f8	4601	chr10	49987058	50010495	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
78fec3a6-1af2-4590-8dd7-634b2f09c0f8	4601	chr10	49987058	50010495	+	ENSG00000178440	chr10	49982413	49987164	+	0.022516835016835	FALSE	FALSE
0308f984-b2b6-460e-9cec-75ec0e57046c	3909	chr10	49987071	50010204	+	ENSG00000178440	chr10	49987235	49988120	+	1	FALSE	FALSE
0308f984-b2b6-460e-9cec-75ec0e57046c	3909	chr10	49987071	50010204	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
0308f984-b2b6-460e-9cec-75ec0e57046c	3909	chr10	49987071	50010204	+	ENSG00000178440	chr10	49982413	49987164	+	0.0197811447811448	FALSE	FALSE
f8ad7761-0070-4b78-a182-e42ab03799dd	2435	chr10	49987252	50010499	+	ENSG00000178440	chr10	49987235	49988120	+	0.0225733634311512	FALSE	FALSE
acef4118-8c04-4d10-9fff-2a2d62de4e59	3616	chr10	49987485	50010495	+	ENSG00000178440	chr10	49987235	49988120	+	0.71783295711061	FALSE	FALSE
acef4118-8c04-4d10-9fff-2a2d62de4e59	3616	chr10	49987485	50010495	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
ad129097-1fa1-41fe-97c1-ac4bec503551	3857	chr10	49987576	50010300	+	ENSG00000178440	chr10	49987235	49988120	+	0.615124153498871	FALSE	FALSE
ad129097-1fa1-41fe-97c1-ac4bec503551	3857	chr10	49987576	50010300	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
ad129097-1fa1-41fe-97c1-ac4bec503551	3857	chr10	49987576	50010300	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
ad129097-1fa1-41fe-97c1-ac4bec503551	3857	chr10	49987576	50010300	+	ENSG00000286029	chr10	49989377	49991675	+	0.00739451935624185	FALSE	FALSE
a3cd9ab0-d9c6-46b1-9d00-398a411bd9cc	3566	chr10	49987580	50010224	+	ENSG00000178440	chr10	49987235	49988120	+	0.610609480812641	FALSE	FALSE
a3cd9ab0-d9c6-46b1-9d00-398a411bd9cc	3566	chr10	49987580	50010224	+	ENSG00000204149	chr10	50008077	50008710	+	0.134069400630915	FALSE	FALSE
a3cd9ab0-d9c6-46b1-9d00-398a411bd9cc	3566	chr10	49987580	50010224	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
b78e76bc-d529-45c1-abd1-df892dd2f388	3734	chr10	49987729	50010427	+	ENSG00000178440	chr10	49987235	49988120	+	0.442437923250564	FALSE	FALSE
b78e76bc-d529-45c1-abd1-df892dd2f388	3734	chr10	49987729	50010427	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
b78e76bc-d529-45c1-abd1-df892dd2f388	3734	chr10	49987729	50010427	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
a8da953b-c6fc-4104-b462-175ab18bfe84	3295	chr10	49987921	50010478	+	ENSG00000178440	chr10	49987235	49988120	+	0.225733634311512	FALSE	FALSE
a8da953b-c6fc-4104-b462-175ab18bfe84	3295	chr10	49987921	50010478	+	ENSG00000204149	chr10	50008077	50008710	+	0.205047318611987	FALSE	FALSE
a8da953b-c6fc-4104-b462-175ab18bfe84	3295	chr10	49987921	50010478	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
90585439-0c43-4d01-b797-086cef6eb6ce	3399	chr10	49988099	50010497	+	ENSG00000178440	chr10	49987235	49988120	+	0.0248306997742664	FALSE	FALSE
90585439-0c43-4d01-b797-086cef6eb6ce	3399	chr10	49988099	50010497	+	ENSG00000178440	chr10	49988216	49988317	+	1	FALSE	FALSE
90585439-0c43-4d01-b797-086cef6eb6ce	3399	chr10	49988099	50010497	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
dc794b46-b0a4-4f60-9859-4800bda3f361	2949	chr10	49988266	50010423	+	ENSG00000204149	chr10	50008077	50008710	+	0.211356466876972	FALSE	FALSE
dc794b46-b0a4-4f60-9859-4800bda3f361	2949	chr10	49988266	50010423	+	ENSG00000178440	chr10	49988216	49988317	+	0.509803921568627	FALSE	FALSE
eba75b9d-8588-4838-a2f2-4bce363600c3	3239	chr10	49988278	50010502	+	ENSG00000178440	chr10	49988216	49988317	+	0.392156862745098	FALSE	FALSE
eba75b9d-8588-4838-a2f2-4bce363600c3	3239	chr10	49988278	50010502	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
6f95f8dc-d81f-42b1-8c2c-54f0379b306d	3147	chr10	49988302	50010454	+	ENSG00000178440	chr10	49988216	49988317	+	0.156862745098039	FALSE	FALSE
6f95f8dc-d81f-42b1-8c2c-54f0379b306d	3147	chr10	49988302	50010454	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
f831fc89-b67f-4843-bf57-c04aa85d13da	3033	chr10	49988494	50010490	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
89463446-28f5-4b55-9687-69a49e1e5db9	2838	chr10	49988657	50010498	+	ENSG00000286029	chr10	49988939	49989307	+	1	FALSE	FALSE
6d12352f-89a7-49cf-97ad-074d8b048783	2826	chr10	49989042	50010502	+	ENSG00000286029	chr10	49988939	49989307	+	0.720867208672087	FALSE	FALSE
cd8d2ab8-d6e3-43ae-a788-6f4f654e6c37	2306	chr10	49989142	50010492	+	ENSG00000286029	chr10	49988939	49989307	+	0.449864498644986	FALSE	FALSE
caeea8fd-f747-4c78-9ae5-bf40b5603db4	2308	chr10	49989151	50010502	+	ENSG00000286029	chr10	49988939	49989307	+	0.425474254742547	FALSE	FALSE
63e9a78f-f268-497c-bf93-6ba81f147658	2185	chr10	49989297	50010386	+	ENSG00000286029	chr10	49988939	49989307	+	0.029810298102981	FALSE	FALSE
562bbe39-5c2c-40fd-b2ad-3b22ebe9b4ee	3111	chr10	49990665	50010495	+	ENSG00000286029	chr10	49989377	49991675	+	0.439756415832971	FALSE	FALSE
45440805-d55f-4751-998c-d97bd4158640	2440	chr10	49991401	50010485	+	ENSG00000286029	chr10	49989377	49991675	+	0.119617224880383	FALSE	FALSE
27bca015-4bdb-4ca7-bd34-cfdb1b3b60e1	3400	chr10	50003097	50010490	+	ENSG00000286029	chr10	50002097	50004684	+	0.613601236476043	FALSE	FALSE
fd1488b0-6f0a-4938-a1d7-7ef5726c288e	3001	chr10	50003677	50010490	+	ENSG00000204149	chr10	50008077	50008710	+	0.205047318611987	FALSE	FALSE
fd1488b0-6f0a-4938-a1d7-7ef5726c288e	3001	chr10	50003677	50010490	+	ENSG00000286029	chr10	50002097	50004684	+	0.389489953632148	FALSE	FALSE
e0103c67-78b7-466e-8e77-bed39cf5d758	2786	chr10	50003769	50010502	+	ENSG00000286029	chr10	50002097	50004684	+	0.353941267387944	FALSE	FALSE
00685ae7-89b4-44d3-a824-9224ac722c82	2044	chr10	50008492	50010490	+	ENSG00000204149	chr10	50008077	50008710	+	0.345425867507886	FALSE	FALSE
b9472ec9-b5a5-4909-844a-15cfac643a84	718	chr10	50040696	50041401	-	ENSG00000235618	chr10	50027364	50048201	-	0.0338804107879835	FALSE	FALSE
a7b14529-5311-4b2e-8983-d3c354b151fb	2212	chr10	50040908	50043030	-	ENSG00000235618	chr10	50027364	50048201	-	0.10188117861599	FALSE	FALSE
a6505c85-2d4d-4d01-8cf7-2b5dfe6f107c	957	chr10	50042034	50042981	-	ENSG00000235618	chr10	50027364	50048201	-	0.0454938093866974	FALSE	FALSE
f4f3add1-1da3-4171-b480-b5253665ef70	5624	chr10	50042046	50047857	-	ENSG00000235618	chr10	50027364	50048201	-	0.278913523370765	FALSE	FALSE
40d2b2d3-7df0-49a4-a489-4d680fd02b2a	1210	chr10	50048018	50067831	-	ENSG00000235618	chr10	50027364	50048201	-	0.00883002207505519	FALSE	FALSE
9ac67c47-9cb6-4cdc-b154-f828f584c303	1429	chr10	50067913	50070683	+	ENSG00000099290	chr10	50069712	50078125	+	0.115521749465177	FALSE	FALSE
1e54a9c9-68a7-4933-a603-72b89304419d	4327	chr10	50067936	50133224	+	ENSG00000099290	chr10	50100065	50104041	+	0.00578325370882575	FALSE	FALSE
086c00c4-c863-4a58-9e75-1cb233ec2f8d	2057	chr10	50067936	50098302	+	ENSG00000099290	chr10	50097803	50099977	+	0.229885057471264	FALSE	FALSE
bb870b52-04e6-49ea-9c13-f898f6a2ff71	4550	chr10	50067966	50133447	+	ENSG00000099290	chr10	50095208	50095598	+	0.0741687979539642	FALSE	FALSE
ac6a215d-a554-405a-83f9-046d99cfe8b6	5985	chr10	50067978	50133131	+	ENSG00000099290	chr10	50091519	50092161	+	1	FALSE	FALSE
ac6a215d-a554-405a-83f9-046d99cfe8b6	5985	chr10	50067978	50133131	+	ENSG00000099290	chr10	50126509	50127159	+	1	FALSE	FALSE
ac6a215d-a554-405a-83f9-046d99cfe8b6	5985	chr10	50067978	50133131	+	ENSG00000099290	chr10	50127223	50127582	+	1	FALSE	FALSE
dc076855-ef2b-49ec-a3c9-bafc294edb2e	4427	chr10	50067986	50133384	+	ENSG00000099290	chr10	50069712	50078125	+	0.00629902543380081	FALSE	FALSE
67af46fc-afca-4ba7-abd2-aab67ceeb3a4	4733	chr10	50068303	50133490	+	ENSG00000099290	chr10	50068228	50069509	+	0.209048361934477	FALSE	FALSE
